SI,Course ID,Course Title,Number_of_Non_Transfers,Non_Transferring_To
CA,MTH109,INTERMEDIATE ALGEBRA EXTENDED,3,"['NI', 'RI', 'RO']"
CA,CIS101,PERSONAL COMPUTER APPLICATIONS,2,"['RM', 'RO']"
CA,CIS102,SPREADSHEETS,2,"['NI', 'RI']"
CA,CIS106,INTRO COMPUTING GOOGLE APPS (G Suite),2,"['FD', 'FM']"
CA,CIS108,CONSTRUCT MANAGEMENT COMPUTER BASICS,2,"['NI', 'RI']"
CA,CIS110,INFORMATION SYSTEMS: PRINCIPLES/APPLICATIONS,2,"['NI', 'RO']"
CA,CIS111,RESEARCH PROCESS USING COMPUTER RESOURCE,2,"['NI', 'RI']"
CA,CIS191,INTERNET: TOOLS AND TECHNIQUES,2,"['NI', 'RM']"
CA,CIS192,PRACTICAL APPLICATIONS OF WEBSITE MANAGEMENT,2,"['NI', 'RM']"
CA,CIS234,SQL SERVER ON LINUX,2,"['NI', 'RI']"
CA,CIS285,LINUX/UNIX NETWORKING AND SECURITY,2,"['RI', 'RM']"
CA,CIS288,LINUX SYSTEM ADMINISTRATION,2,"['RI', 'RM']"
CA,DSC230,STATISTICAL AND MACHINE LEARNING,2,"['NI', 'RI']"
CA,MTH105,MATHEMATICAL SYSTEMS I: STRUCTURES,2,"['NI', 'RI']"
CA,MTH110,INTERMEDIATE ALGEBRA,2,"['NI', 'RO']"
CA,MTH120,COLLEGE ALGEBRA,2,"['NI', 'RI']"
CA,MTH128,LINEAR ALGEBRA,2,"['MO', 'RI']"
CA,CIS103,DATABASE MANAGEMENT,1,['NI']
CA,CIS130,APPLIED COMPUTER STUDIES,1,['NI']
CA,CIS151,HTML PROGRAMMING,1,['NI']
CA,CIS152,JAVA SCRIPT FOR THE WEB,1,['NI']
CA,CIS202,DECISION SUPPORT,1,['NI']
CA,CIS225,PROJECT MANAGEMENT ESSENTIALS,1,['NI']
CA,CIS231,SYSTEM ANALYSIS AND DESIGN,1,['NI']
CA,CIS238,DATABASE SECURITY AND PROTECTION,1,['NI']
CA,CIS239,DATABASE ADMINISTRATION PRINCIPLES,1,['NI']
CA,CIS241,RELATIONAL DATABASE MANAGEMENT I,1,['NI']
CA,CIS242,RELATIONAL DATABASE MANAGEMENT II,1,['NI']
CA,CIS245,DATABASE ADMINISTRATION USING ORACLE,1,['NI']
CA,CIS283,UNIX OSD: MEMORY AND PROCESSES,1,['NI']
CA,CIS284,SHELL PROGRAMMING UNDER LINUX/UNIX,1,['NI']
CA,CIS287,TCP/IP COMMUNICATIONS/UNIX,1,['NI']
CA,DSC101,DATA SCIENCE I,1,['NI']
CA,DSC102,DATA SCIENCE II,1,['NI']
CA,DSC203,DATA SCIENCE III,1,['NI']
CA,DSC250,DATA VISUALIZATION AND PRESENTATION,1,['NI']
CA,DSC280,DATA IN CONTEXT-A CAPSTONE EXPERIENCE,1,['NI']
CA,MTH100,ALGEBRAIC CONCEPTS,1,['NI']
CA,MTH101,CONCEPTS OF MATH,1,['NI']
CA,MTH103,TOPICS IN MATHEMATICS,1,['NI']
CA,MTH104,MATH FOR ANIMAL SCIENCE,1,['NI']
CA,MTH107,MATH FOR LIBERAL ARTS,1,['NI']
CA,MTH112,ELEMENTS OF STATISTICS II,1,['NI']
CA,MTH114,COLLEGE ALGEBRA FOR BUSINESS AND SOCIAL SCIENCE,1,['NI']
CA,MTH117,EXPLORATIONS IN MATHEMATICAL THOUGHT,1,['NI']
CA,MTH117H,HONORS EXPLORATION IN MATHEMATICAL THOUGHT,1,['NI']
CA,MTH120H,HONORS COLLEGE ALGEBRA,1,['NI']
CA,MTH121,APPLIED FINITE MATH,1,['NI']
CA,MTH126,LINEAR SYS/ANAL GEOMETRY,1,['NI']
CA,MTH127,UNIFIED CALCULUS,1,['NI']
CA,MTH130,TRIGONOMETRY AND ANALYTIC GEOMETRY,1,['NI']
CA,MTH134,BIOSTATISTICS,1,['CE']
CA,MTH172,STATISTICS II,1,['NI']
CA,MTH205,MATH SYSTEMS III: STRUCTURES III,1,['NI']
CA,MTH261,INTRODUCTION TO MATHEMATICAL MODELING,1,['NI']
CA,MTH262,PROBABILISTIC MODELS,1,['NI']
CU,MA095,BASIC MATH,9,"['CE', 'FD', 'FM', 'KE', 'MO', 'NI', 'NU', 'RI', 'RO']"
CU,MA097,DEVELOPMENTAL ALGEBRA - PART A,9,"['CE', 'FD', 'FM', 'KE', 'MO', 'NI', 'NU', 'RI', 'RO']"
CU,MA098,DEVELOPMENTAL ALGEBRA - PART B,9,"['CE', 'FD', 'FM', 'KE', 'MO', 'NI', 'NU', 'RI', 'RO']"
CU,MA099,ACCELERATED DEVELOPMENTAL ALGEBRA,9,"['CE', 'FD', 'FM', 'KE', 'MO', 'NI', 'NU', 'RI', 'RO']"
CU,MA096,BASIC MATH REVIEW,8,"['CE', 'FD', 'FM', 'KE', 'MO', 'NI', 'NU', 'RI']"
CU,MA070,Mathematics Workshop,7,"['FD', 'FM', 'KE', 'NI', 'NU', 'RI', 'RM']"
CU,IT103,INDUSTRIAL ORG,6,"['KE', 'MO', 'NI', 'NU', 'RI', 'RM']"
CU,IT132,INJECTION MOLDING,6,"['KE', 'MO', 'NI', 'NU', 'RI', 'RM']"
CU,IT133,INJECTION MOLD DESIGN,6,"['KE', 'MO', 'NI', 'NU', 'RI', 'RM']"
CU,IT163,QUALITY BUSINESS PROCESSES,6,"['KE', 'MO', 'NI', 'NU', 'RI', 'RM']"
CU,IT204,PRODUCT DESIGN,6,"['KE', 'MO', 'NI', 'NU', 'RI', 'RM']"
CU,IT228,ENGINEERING TECHNOLOGY INTERNSHIP,6,"['CE', 'FD', 'FM', 'NI', 'RI', 'RM']"
CU,IT235,INJECTION BLOW MOLD,6,"['KE', 'MO', 'NI', 'NU', 'RI', 'RM']"
CU,IT236,INJECTION BLOW MOLD,6,"['KE', 'MO', 'NI', 'NU', 'RI', 'RM']"
CU,IT238,PLASTIC EXTRUSION MOLD,6,"['KE', 'MO', 'NI', 'NU', 'RI', 'RM']"
CU,CS107,INTERNET VIA INTERNET,5,"['MO', 'NI', 'NU', 'RI', 'RM']"
CU,IT104,ELEC THEORY I,5,"['MO', 'NI', 'NU', 'RI', 'RM']"
CU,IT109,INTRODUCTION TO  QUALITY  ASSURANCE,5,"['MO', 'NI', 'NU', 'RI', 'RM']"
CU,IT117,INTRO GLASS TECH,5,"['MO', 'NI', 'NU', 'RI', 'RM']"
CU,IT120,INTRODUCTION TO GLASS,5,"['MO', 'NI', 'NU', 'RI', 'RM']"
CU,IT121,PROPERTIES OF PLASTICS,5,"['MO', 'NI', 'NU', 'RI', 'RM']"
CU,IT123,PROCESSING OF PLASTICS,5,"['MO', 'NI', 'NU', 'RI', 'RM']"
CU,IT129,STATISTICAL PROCESS CONTROL,5,"['MO', 'NI', 'NU', 'RI', 'RM']"
CU,IT130,GLASS CONVERSION PROCESS,5,"['MO', 'NI', 'NU', 'RI', 'RM']"
CU,IT131,INTRO TO PLASTICS MOLDING,5,"['MO', 'NI', 'NU', 'RI', 'RM']"
CU,IT140,INDUSTRIAL SAFETY,5,"['MO', 'NI', 'NU', 'RI', 'RM']"
CU,IT141,FUNDAMENTALS OF INDUSTRIAL MECHANICS I,5,"['MO', 'NI', 'NU', 'RI', 'RM']"
CU,IT142,FUNDAMENTALS OF INDUSTRIAL MECHANICS II,5,"['MO', 'NI', 'NU', 'RI', 'RM']"
CU,IT143,INDUSTRIAL ELECTRICAL POWER I,5,"['MO', 'NI', 'NU', 'RI', 'RM']"
CU,IT144,INDUSTRIAL ELECTRICAL POWER II,5,"['MO', 'NI', 'NU', 'RI', 'RM']"
CU,IT162,QUALITY CONTROL,5,"['KE', 'NI', 'NU', 'RI', 'RM']"
CU,IT165,PROPERTIES MATERIALS,5,"['MO', 'NI', 'NU', 'RI', 'RM']"
CU,IT166,QUALITY  PLANNING AND  ANALYSIS,5,"['MO', 'NI', 'NU', 'RI', 'RM']"
CU,IT201,CMC LATHE FACNUC,5,"['MO', 'NI', 'NU', 'RI', 'RM']"
CU,IT206,STRENGTH OF  MATERIALS,5,"['MO', 'NI', 'NU', 'RI', 'RM']"
CU,IT213,NUMERICAL CONTROL I,5,"['MO', 'NI', 'NU', 'RI', 'RM']"
CU,IT214,NUMERICAL CONTRL II,5,"['MO', 'NI', 'NU', 'RI', 'RM']"
CU,IT225,FLUID POWER I,5,"['MO', 'NI', 'NU', 'RI', 'RM']"
CU,IT226,FLUID POWER II,5,"['MO', 'NI', 'NU', 'RI', 'RM']"
CU,IT230,ADV MACHINERY,5,"['MO', 'NI', 'NU', 'RI', 'RM']"
CU,IT237,TRANSFER MOLDING,5,"['MO', 'NI', 'NU', 'RI', 'RM']"
CU,IT239,VACUUM FORMING,5,"['MO', 'NI', 'NU', 'RI', 'RM']"
CU,MA100,INTRODUCTION TO COLLEGE MATHEMATICS,5,"['KE', 'NI', 'NU', 'RI', 'RO']"
CU,MA108,BUSINESS MATH,5,"['KE', 'MO', 'NI', 'NU', 'RI']"
CU,CS100,MICROCOMPUTER FUNDAMENTALS,4,"['MO', 'NI', 'RI', 'RO']"
CU,CS106,INTRODUCTION TO THE INTERNET,4,"['NI', 'NU', 'RI', 'RM']"
CU,CS120,HELP DESK CUSTOMER SERVICE,4,"['MO', 'NI', 'NU', 'RM']"
CU,CS151,DERIVE,4,"['MO', 'NI', 'NU', 'RI']"
CU,CS240,SECURITY+,4,"['CE', 'NI', 'RI', 'RM']"
CU,CS243,WEB SECURITY,4,"['CE', 'NI', 'RI', 'RM']"
CU,CS270,NETWORKING ESSENTIALS,4,"['MO', 'NI', 'RI', 'RM']"
CU,CS272,BUILDING INTRANETS,4,"['MO', 'NI', 'RI', 'RM']"
CU,CS274,TECH SUPPORT NETWARE,4,"['MO', 'NI', 'RI', 'RM']"
CU,CS276,NT SERVER AND ENTERPRISE IMPLEMENTATION,4,"['MO', 'NI', 'RI', 'RM']"
CU,CS278,IMPLEMENTATION OF TCP/IP WINDOWS NT,4,"['MO', 'NI', 'RI', 'RM']"
CU,CS280,DESIGN AND IMPLEMENTATION NETWARE,4,"['MO', 'NI', 'RI', 'RM']"
CU,CS282,MANAGING MS INTERNET INFO SERVER,4,"['MO', 'NI', 'RI', 'RM']"
CU,CS284,SQL SERVER ADMINISTRATION AND IMPLEMENTATON,4,"['MO', 'NI', 'RI', 'RM']"
CU,IT105,BLUEPRINT READING AND SKETCHING,4,"['NI', 'NU', 'RI', 'RM']"
CU,IT106,MACHINERY HANDBOOK,4,"['NI', 'NU', 'RI', 'RM']"
CU,IT108,ADVANCED BLUEPRINT READING,4,"['NI', 'NU', 'RI', 'RM']"
CU,IT110,ELECTRONICS I,4,"['NI', 'NU', 'RI', 'RM']"
CU,IT111,ELECTRONICS,4,"['NI', 'NU', 'RI', 'RM']"
CU,IT112,INTRO TO ENGINEERING TECH LABORATORY,4,"['KE', 'MO', 'NI', 'RI']"
CU,IT113,ROBOTICS,4,"['NI', 'NU', 'RI', 'RM']"
CU,IT161,INTRO TO MEASUREMENT TECHNIQUES,4,"['NI', 'NU', 'RI', 'RM']"
CU,IT202,COMPUTER AIDED MANUFACTURING I,4,"['NI', 'NU', 'RI', 'RM']"
CU,IT203,TOOL AND FIXTURE DESIGN,4,"['NI', 'NU', 'RI', 'RM']"
CU,IT205,DIGITAL ELECTRONICS,4,"['NI', 'NU', 'RI', 'RM']"
CU,IT207,MANUFACTURING  PRACTICES AND PROCESSES I,4,"['NI', 'NU', 'RI', 'RM']"
CU,IT208,MANUFACTURING PRACTICES AND PROCESSES II,4,"['NI', 'NU', 'RI', 'RM']"
CU,IT210,ELEMENTS OF MECHANISMS,4,"['NI', 'NU', 'RI', 'RM']"
CU,IT211,ADVANCED ENGINEERING TECH DESIGN,4,"['NI', 'NU', 'RI', 'RM']"
CU,IT212,CAD III,4,"['NI', 'NU', 'RI', 'RM']"
CU,IT216,COMPUTER-AIDED MANUFACTURING II CAM,4,"['NI', 'NU', 'RI', 'RM']"
CU,IT217,INVENTOR CAD,4,"['NI', 'NU', 'RI', 'RM']"
CU,IT218,PROGRAMMABLE LOGIC CONTROLLERS,4,"['NI', 'NU', 'RI', 'RM']"
CU,IT220,ARCHITECTURAL CAD,4,"['NI', 'NU', 'RI', 'RM']"
CU,MA105,INTERMEDIATE ALGEBRA,4,"['FD', 'NI', 'RI', 'RO']"
CU,MA112,MICROCOMPUTER,4,"['MO', 'NI', 'RI', 'RO']"
CU,MA190,MATH HONORS,4,"['MO', 'NI', 'RI', 'RO']"
CU,CS114,Fundamentals of Programming,3,"['NI', 'RI', 'RM']"
CU,CS136,E-COMMERCE,3,"['MO', 'NI', 'RM']"
CU,CS138,CGI/PERL,3,"['MO', 'NI', 'RI']"
CU,CS141,DERIVE,3,"['MO', 'NI', 'NU']"
CU,CS156,Web Development - HTML/CSS,3,"['NI', 'RI', 'RM']"
CU,CS176,WINDOWS 95/98 ADMINISTRATION,3,"['MO', 'NI', 'RM']"
CU,CS180,ADVANCE NETWORK ADMINISTRATION,3,"['MO', 'NI', 'RM']"
CU,CS184,CORE TECHNOLOGIES AND ADMINISTRATION,3,"['MO', 'NI', 'RM']"
CU,CS221,C LANGUAGE,3,"['MO', 'NI', 'RI']"
CU,CS224,IT Help Desk/Technical Support,3,"['NI', 'RI', 'RM']"
CU,CS242,PRINCIPLES OF INFORMATION SECURITY,3,"['CE', 'NI', 'RI']"
CU,CS271,WINDOWS 2000,3,"['MO', 'NI', 'RI']"
CU,IT101,TECHNICAL DRAWING I,3,"['NU', 'RI', 'RM']"
CU,IT102,FUNDAMENTAL OF ENGINEERING TECH DESIGN,3,"['NU', 'RI', 'RM']"
CU,IT107,CIRCUITS I,3,"['NU', 'RI', 'RM']"
CU,IT116,WORKPLACE ETHICS,3,"['FD', 'FM', 'NI']"
CU,IT160,CNC PROGRAMMING,3,"['NI', 'RI', 'RM']"
CU,IT215,HISTORICAL DOCUMENTATION THROUGH CAD,3,"['NI', 'RI', 'RM']"
CU,IT221,FUNDAMENTALS OF MANUFACTURING,3,"['NI', 'RI', 'RM']"
CU,IT222,3D STUDIO MAX,3,"['NI', 'RI', 'RM']"
CU,IT240,PNEUMATICS AND HYDRAULIC AUTOMATION,3,"['NI', 'RI', 'RM']"
CU,IT242,ADVANCED PLC,3,"['NI', 'RI', 'RM']"
CU,IT243,DRONE APPLICATIONS,3,"['NI', 'RI', 'RM']"
CU,MA106,TECHNOLOGY AND MATHEMATICS,3,"['NI', 'RI', 'RO']"
CU,CS103,INTRODUCTION TO COMPUTER GRAPHICS,2,"['MO', 'NI']"
CU,CS104,INTERMEDIATE BASIC,2,"['MO', 'NI']"
CU,CS108,INTRODUCTION TO WEB PAGE DEVELOPMENT,2,"['NI', 'RI']"
CU,CS110,TECHNOLOGICAL LITERACY,2,"['FD', 'FM']"
CU,CS113,Introduction to Computers,2,"['NI', 'RI']"
CU,CS119,Spreadsheets - EXCEL,2,"['NI', 'RI']"
CU,CS121,FORTRAN PROGRAMMING,2,"['MO', 'NI']"
CU,CS122,DATA STRUCTURES,2,"['MO', 'NI']"
CU,CS123,WEB SITE DEVELOPMENT I,2,"['MO', 'NI']"
CU,CS124,WEB SITE DEVELOPMENT II,2,"['MO', 'NI']"
CU,CS134,WEB PUBLISHING IN  HTML,2,"['MO', 'NI']"
CU,CS135,UNIX,2,"['MO', 'NI']"
CU,CS137,JAVA SCRIPT,2,"['MO', 'NI']"
CU,CS157,Advanced Web Development,2,"['NI', 'RM']"
CU,CS170,PC SERVICES AND SUPPORT,2,"['NI', 'RM']"
CU,CS174,NETWORK ADMINISTRATION,2,"['NI', 'RM']"
CU,CS183,INTERNET DEVELOPMENT,2,"['NI', 'RM']"
CU,CS207,Management Information Systems,2,"['NI', 'RM']"
CU,CS209,MATH MICROCOMPUTERS,2,"['MO', 'NI']"
CU,CS213,COBOL PROGRAMMING,2,"['NI', 'RI']"
CU,CS218,WEB PAGE DYNAMICS,2,"['NI', 'RI']"
CU,CS219,ELECTRONIC BUSINESS,2,"['NI', 'RM']"
CU,CS225,SYSTEMS ANALYSIS,2,"['NI', 'RI']"
CU,CS226,NETWORK INFRASTRUCTURE IMPLEMENTATION,2,"['NI', 'RM']"
CU,CS230,NETWORK SECURITY DESIGN,2,"['NI', 'RM']"
CU,CS231,NETWORK INFRASTRUCTURE DESIGN,2,"['NI', 'RM']"
CU,CS232,Data Structures and Algorithm,2,"['NI', 'RM']"
CU,CS234,SCALING NETWORKS,2,"['RI', 'RM']"
CU,CS236,Cloud+,2,"['NI', 'RM']"
CU,CS241,COMPUTER FORENSICS,2,"['NI', 'RM']"
CU,CS275,CORE SERVER OPERATING SYSTEM,2,"['NI', 'RM']"
CU,CS337,Applied Database Technology,2,"['NI', 'RM']"
CU,IT227,CIRCUITS II,2,"['RI', 'RM']"
CU,IT244,Instrumentation and Measurement,2,"['CE', 'RI']"
CU,MA101,COLLEGE ALGEBRA,2,"['NI', 'RI']"
CU,MA102,COLLEGE TRIGONOMETRY,2,"['NI', 'RI']"
CU,MA107,PROGRAMMING THE TI-83,2,"['NI', 'RI']"
CU,MA114,COMPUTATIONAL  MATHEMATICS,2,"['NI', 'RI']"
CU,MA116,INTRODUCTION TO GEOMETRY,2,"['NI', 'RI']"
CU,MA119,Structures of Mathematics II,2,"['NI', 'RM']"
CU,MA149,Mathematics for Management,2,"['NI', 'RM']"
CU,MA202,DIFFERENTIAL EQUATIONS,2,"['NI', 'RI']"
CU,MA207,LINEAR ALGEBRA LAB FOR ENGINEERS,2,"['NI', 'RI']"
CU,CS101,INTRODUCTION TO MICROCOMPUTERS,1,['NI']
CU,CS102,APPLICATIONS ON THE MICROCOMPUTER,1,['NI']
CU,CS111,COMPUTER SCIENCE I,1,['NI']
CU,CS131,MICROCOMPUTER OPERATING SYSTEMS,1,['NI']
CU,CS132,WEB PAGE DEVELOPMENT I,1,['NI']
CU,CS133,WEB PAGE DEVELOPMENT II,1,['NI']
CU,CS175,CORE CLIENT OPERATING SYSTEM,1,['NI']
CU,CS181,PROJECT MANAGEMENT,1,['NI']
CU,CS203,ASSEMBLY LANGUAGE AND COMPUTER ORGANIZATION,1,['NI']
CU,CS210,DATABASE MANAGEMENT,1,['NI']
CU,CS211,Relational Databases,1,['NI']
CU,CS212,C++ PROGRAMMING,1,['NI']
CU,CS214,RPG/400 PROGRAMMING,1,['NI']
CU,CS216,INTERMEDIATE JAVA,1,['NI']
CU,CS217,INTRODUCTION TO NETWORKS,1,['NI']
CU,CS220,MARKETING ON THE INTERNET,1,['NI']
CU,CS222,INTRO TO ANDROID PROGRAMMING IN JAVA,1,['NI']
CU,CS227,ACTIVE DIRECTORY DESIGN,1,['NI']
CU,CS228,ACTIVE DIRECTORY DESIGN AND IMPLEMENTATION,1,['NI']
CU,CS229,LINUX INSTALLATION,1,['NI']
CU,CS233,ROUTING AND SWITCHING ESSENTIALS,1,['RI']
CU,CS256,Web Programming,1,['NI']
CU,CS264,Database Application Development,1,['NI']
CU,CS286,BUILDING AN EFFECTIVE WEBSITE,1,['NI']
CU,IT223,STATICS FOR TECHNOLOGY,1,['RM']
CU,IT224,DYNAMICS FOR TECHNOLOGY,1,['RM']
CU,IT241,Robotics and Motion Control,1,['CE']
CU,MA103,CALCULUS I,1,['RI']
CU,MA104,CALCULUS II,1,['RI']
CU,MA109,PRINCIPLES OF MATHEMATICS,1,['NI']
CU,MA110,COLLEGE ALGEBRA,1,['NI']
CU,MA115,MATHEMATICAL STRUCTURES AND ALGORITHMS,1,['NI']
CU,MA120,COLLEGE TRIGONOMETRY,1,['NI']
CU,MA201,CALCULUS III,1,['RI']
CU,MA206,STATISTICS II,1,['NI']
CU,MA208,LINEAR ALGEBRA,1,['NI']
CU,MA211,Discrete Mathematics,1,['RM']
CU,MA212,Linear Algebra,1,['RM']
CU,MA222,DIFFERENTIAL EQUATIONS,1,['NI']
EX,MTH086,INTRODUCTORY ALGEBRA,9,"['CE', 'FD', 'FM', 'KE', 'MO', 'NI', 'NU', 'RI', 'RO']"
EX,MTH086T,INTRODUCTORY ALGEBRA TUTORIAL,9,"['CE', 'FD', 'FM', 'KE', 'MO', 'NI', 'NU', 'RI', 'RM']"
EX,MTH087,INTRODUCTORY ALGEBRA,9,"['CE', 'FD', 'FM', 'KE', 'MO', 'NI', 'NU', 'RI', 'RO']"
EX,MTH093,CONCEPTS OF ELEMENTARY ALGEBRA,9,"['CE', 'FD', 'FM', 'KE', 'MO', 'NI', 'NU', 'RI', 'RO']"
EX,MTH091S,Basic Skills for Statistics and Probability I,8,"['CE', 'FD', 'FM', 'KE', 'MO', 'NI', 'NU', 'RI']"
EX,MTH092,ELEMENTARY ALGEBRA,8,"['CE', 'FD', 'FM', 'KE', 'MO', 'NI', 'NU', 'RI']"
EX,MTH092T,ELEMENTARY ALGEBRA TUTORIAL,8,"['CE', 'FD', 'FM', 'KE', 'MO', 'NI', 'NU', 'RI']"
EX,MTH093S,BASIC SKILLS FOR MODERN MATHEMATICS,8,"['CE', 'FD', 'FM', 'KE', 'MO', 'NI', 'NU', 'RI']"
EX,MTH235,NUMERICAL METHODS,5,"['FD', 'FM', 'MO', 'NI', 'RI']"
EX,CIS101,DATA ENTRY OPERATION I,4,"['KE', 'MO', 'NI', 'NU']"
EX,CIS102,DATA ENTRY OPERATION II,4,"['KE', 'MO', 'NI', 'NU']"
EX,CIS106,COMPUTER ORIENTATION,3,"['MO', 'NI', 'RI']"
EX,CIS115,FORTRAN PROGRAMMING,3,"['MO', 'NI', 'RI']"
EX,CIS141,CONSOLE OPERATIONS,3,"['MO', 'NI', 'RM']"
EX,CIS221,COMPUTER SYSTEMS AND ARCHITECTURE,3,"['MO', 'NI', 'RI']"
EX,CIS222,COMPUTER ORGANIZATION,3,"['MO', 'NI', 'RI']"
EX,CIS231,FILE PROCESSING,3,"['MO', 'NI', 'RI']"
EX,MTH100,INTRODUCTORY COLLEGE MATHEMATICS,3,"['NI', 'RI', 'RO']"
EX,MTH105,DATA PROCESSING MATHEMATICS,3,"['MO', 'NI', 'RI']"
EX,MTH110,TECHNICAL MATHEMATICS II,3,"['MO', 'NI', 'RI']"
EX,MTH116,MEDICAL MATH CALCULATIONS,3,"['NI', 'NU', 'RI']"
EX,MTH250,MATHEMATICS CAPSTONE,3,"['FD', 'FM', 'NI']"
EX,CIS103,RPG PROGRAMMING,2,"['MO', 'NI']"
EX,CIS110,INTRODUCTION TO COMPUTER BASED SYSTEMS,2,"['MO', 'NI']"
EX,CIS118,C PROGRAMMING,2,"['MO', 'RI']"
EX,CIS121,COMPUTER SCIENCE I,2,"['MO', 'RI']"
EX,CIS122,COMPUTER SCIENCE II,2,"['MO', 'RI']"
EX,CIS152,INTERNET CONCEPTS,2,"['NI', 'RM']"
EX,CIS153,ADVANCED INTERNET CONCEPTS AND APPLICATIONS,2,"['NI', 'RM']"
EX,MTH109,TECHNICAL MATHEMATICS,2,"['NI', 'RI']"
EX,CIS105,PROGRAMMING CONCEPTS,1,['MO']
EX,CIS107,COMPUTER LITERACY,1,['RO']
EX,CIS136,DESKTOP PUBLISHING FOR IBM COMPUTERS,1,['NI']
EX,CIS139,INTRODUCTION TO MULTIMEDIA,1,['NI']
EX,CIS205,ADVANCED MICROCOMPUTER PROGRAMMING,1,['MO']
EX,CIS211,COBOL PROGRAMMING II,1,['MO']
EX,CIS235,ADVANCED MICROCOMPUTER SPREADSHEETS,1,['NI']
EX,CIS237,ADVANCED MICROCOMPUTER DATABASE,1,['NI']
EX,MTH103,FUNDAMENTAL CONCEPTS OF MODERN MATHEMATICS I,1,['NI']
EX,MTH104,FUNDAMENTAL CONCEPTS MODERN MATH II,1,['NI']
EX,MTH118,PRE-CALCULUS,1,['NI']
EX,MTH213,UNIFIED CALCULUS II,1,['NI']
GL,MAT020,MATH FOR NURSING,10,"['CE', 'FD', 'FM', 'KE', 'MO', 'NI', 'NU', 'RI', 'RM', 'RO']"
GL,MAT050,ELEMENTARY ALGEBRA,9,"['CE', 'FD', 'FM', 'KE', 'MO', 'NI', 'NU', 'RI', 'RO']"
GL,MAT051,ELEMENTARY ALGEBRA REVIEW,9,"['FD', 'FM', 'KE', 'MO', 'NI', 'NU', 'RI', 'RM', 'RO']"
GL,MAT010,INTRODUCTORY COLLEGE MATHEMATICS,8,"['CE', 'KE', 'MO', 'NI', 'NU', 'RI', 'RM', 'RO']"
GL,MAT011,INTRO COLLEGE MATH ACCELERATED,8,"['FD', 'FM', 'KE', 'MO', 'NI', 'NU', 'RI', 'RM']"
GL,MAT702,INTRODUCTION TO STATISTICS,6,"['KE', 'MO', 'NI', 'NU', 'RI', 'RO']"
GL,CSE101,MAN AND HIS ENVIRONMENT,5,"['KE', 'MO', 'NI', 'NU', 'RI']"
GL,CSE102,MAN AND HIS ENVIRONMENT - TELEVISED,5,"['KE', 'MO', 'NI', 'NU', 'RI']"
GL,CIS142,INTRODUCTION TO NETWORK ADMINISTRATION,4,"['MO', 'NI', 'RI', 'RM']"
GL,CIS131,PC CONCEPTS AND NETWORK APPLICATIONS,3,"['MO', 'NI', 'RI']"
GL,CIS141,MICROCOMPUTER SUPPORT SYSTEMS,3,"['MO', 'NI', 'RI']"
GL,CIS205,APPLICATION SOFTWARE DEVELOPMENT PROJECT,3,"['MO', 'NI', 'RI']"
GL,CIS208,CONCEPTS OF DATABASE MANAGEMENT SYSTEMS,3,"['MO', 'NI', 'RI']"
GL,CIS211,SPREADSHEETS - EXCEL,3,"['MO', 'NI', 'RI']"
GL,CIS212,PROGRAMMING - VISUAL BASIC I,3,"['MO', 'NI', 'RI']"
GL,CIS213,PROGRAMMING - VISUAL BASIC II,3,"['MO', 'NI', 'RI']"
GL,CIS220,IT HELP DESK/TECHNICAL SUPPORT,3,"['NI', 'RI', 'RM']"
GL,MAT100,FOUNDATIONS OF MATHEMATICS I,3,"['KE', 'NI', 'RO']"
GL,MAT104,STATISTICS II,3,"['MO', 'NI', 'RI']"
GL,MAT106,TRIGONOMETRY,3,"['MO', 'NI', 'RI']"
GL,MAT112,ALGEBRA AND INTEGRAL CALCULUS,3,"['MO', 'NI', 'RI']"
GL,MAT161,STATISTICS: BUSINESS AND ECONOMICS,3,"['MO', 'NI', 'RI']"
GL,CIS101,COMPUTER LITERACY,2,"['NI', 'RO']"
GL,CIS132,NETWORKING ESSENTIALS,2,"['NI', 'RM']"
GL,CIS143,THE WINDOWS WORKSTATION,2,"['NI', 'RM']"
GL,CIS144,MANAGING AND MAINTAINING THE PC,2,"['NI', 'RM']"
GL,CIS231,WINDOWS SERVER AND NETWORK ADMINISTRATION,2,"['NI', 'RM']"
GL,CIS234,TCP/IP PROTOCOL,2,"['NI', 'RM']"
GL,CIS241,ADVANCED NETWORK AND SERVER TECHNOLOGY,2,"['NI', 'RM']"
GL,CIS245,THE EXCHANGE E-MAIL SERVER,2,"['NI', 'RM']"
GL,CIS247,THE PROXY SERVER,2,"['NI', 'RM']"
GL,CIS248,THE INTERNET INFORMATION SERVER,2,"['NI', 'RM']"
GL,CIS253,WEB SERVER - MS INFORMATION SERVER,2,"['NI', 'RM']"
GL,MAT109,TECHNICAL MATHEMATICS,2,"['NI', 'RM']"
GL,MAT229,REASONING AND PROOF,2,"['NI', 'RI']"
GL,CIS100,PROGRAMMING FUNDAMENTALS,1,['NI']
GL,CIS102,INTRODUCTION TO COMPUTERS,1,['NI']
GL,CIS103,INTRODUCTION TO MICROCOMPUTERS,1,['NI']
GL,CIS104,DISK OPERATING SYSTEM,1,['NI']
GL,CIS105,WORDPERFECT APPLICATIONS,1,['NI']
GL,CIS106,CONCEPTS OF INFORMATION TECHNOLOGY,1,['NI']
GL,CIS110,FUNDAMENTALS OF PROGRAMMING,1,['NI']
