SI,Course ID,Course Title,RI,EQ 'FN'
PA,CIS145,INTRO TO IBM AS/400,KE,
PA,CIS146,RPG/400 PROGRAMMING,KE,
PA,MA104,CALCULUS I,KE,
PA,MA105,CALCULUS II,KE,
PA,CIS103,COMPUTER KEYBOARDING,FD,
PA,CIS104,DATA ENTRY,FD,
PA,CIS240,MOBILE APPS DEVELOPMENT,FD,
PA,CIS102,BASIC,MO,
PA,CIS115,COMPUTER OPERATIONS,MO,
PA,CIS124,MICROCOMPUTER CONCEPTS,MO,
PA,CIS135,BAL I,MO,
PA,CIS136,BAL II,MO,
PA,CIS140,RPG/PROGRAMMING,MO,
PA,CIS145,INTRO TO IBM AS/400,MO,
PA,CIS146,RPG/400 PROGRAMMING,MO,
PA,MA104,CALCULUS I,MO,
PA,MA105,CALCULUS II,MO,
PA,CIS103,COMPUTER KEYBOARDING,NU,
PA,CIS104,DATA ENTRY,NU,
PA,CIS293,CIS COOPERATIVE EDUCATION,NU,
PA,MA104,CALCULUS I,NU,
PA,MA105,CALCULUS II,NU,
PA,MA108,COLLEGE ALGEBRA,RO,
PA,CIS102,BASIC,RI,
PA,CIS106,LINUX FUNDAMENTALS,RI,
PA,CIS115,COMPUTER OPERATIONS,RI,
PA,CIS116,SOFTWARE/HARDWARE MAINTENANCE AND DIAGNOSTICS,RI,
PA,CIS124,MICROCOMPUTER CONCEPTS,RI,
PA,CIS127,MICROCOMPUTER SOFTWARE III,RI,
PA,CIS135,BAL I,RI,
PA,CIS136,BAL II,RI,
PA,CIS140,RPG/PROGRAMMING,RI,
PA,CIS145,INTRO TO IBM AS/400,RI,
PA,CIS146,RPG/400 PROGRAMMING,RI,
PA,CIS212,EMERGING TECHNOLOGY,RI,
PA,CIS218,TECHNICAL COMMUNICATIONS,RI,
PA,CIS294,INTERNSHIP PROGRAM,RI,
PA,MA104,CALCULUS I,RI,
PA,MA105,CALCULUS II,RI,
PA,CIS103,COMPUTER KEYBOARDING,RM,
PA,CIS104,DATA ENTRY,RM,
PA,CIS116,SOFTWARE/HARDWARE MAINTENANCE AND DIAGNOSTICS,RM,
PA,CIS127,MICROCOMPUTER SOFTWARE III,RM,
PA,CIS152,INTERNET/E-COMMERCE TECHNOLOGIES,RM,
PA,CIS173,WEB GRAPHICS,RM,
PA,CIS180,NETWORKING ESSENTIALS,RM,
PA,CIS181,NETWORK ADMINISTRATION I,RM,
PA,CIS182,NETWORK ADMINISTRATION II,RM,
PA,CIS183,NETWORKING INFRASTRUCTURE,RM,
PA,CIS212,EMERGING TECHNOLOGY,RM,
PA,CIS218,TECHNICAL COMMUNICATIONS,RM,
PA,CIS281,NETWORK ADMINISTRATION I,RM,
PA,CIS282,NETWORK ADMINISTRATION II,RM,
PA,CIS283,NETWORKING INFRASTRUCTURE,RM,
PA,CIS286,NETWORKING SECURITY FUNDAMENTALS,RM,
PA,CIS289,COMPUTER FORENSICS/INVESTIGATION,RM,
PA,CIS294,INTERNSHIP PROGRAM,RM,
PA,CIS103,COMPUTER KEYBOARDING,NI,
PA,CIS104,DATA ENTRY,NI,
PA,CIS110,FORTRAN/COMPUTER PROGRAMMING,NI,
PA,CIS115,COMPUTER OPERATIONS,NI,
PA,CIS116,SOFTWARE/HARDWARE MAINTENANCE AND DIAGNOSTICS,NI,
PA,CIS123,VBA AND OFFICE AUTOMATION,NI,
PA,CIS124,MICROCOMPUTER CONCEPTS,NI,
PA,CIS126,MICROCOMPUTER SOFTWARE II,NI,
PA,CIS127,MICROCOMPUTER SOFTWARE III,NI,
PA,CIS136,BAL II,NI,
PA,CIS140,RPG/PROGRAMMING,NI,
PA,CIS145,INTRO TO IBM AS/400,NI,
PA,CIS146,RPG/400 PROGRAMMING,NI,
PA,CIS152,INTERNET/E-COMMERCE TECHNOLOGIES,NI,
PA,CIS160,FUNDAMENTALS OF COMPUTER SCIENCE I,NI,
PA,CIS161,FUNDAMENTALS  OF COMPUTER SCIENCE II,NI,
PA,CIS166,JAVA PROGRAMMING,NI,
PA,CIS170,WEBSITE DESIGN AND TOOLS,NI,
PA,CIS171,ADVANCED WEB PAGE DESIGN,NI,
PA,CIS173,WEB GRAPHICS,NI,
PA,CIS181,NETWORK ADMINISTRATION I,NI,
PA,CIS182,NETWORK ADMINISTRATION II,NI,
PA,CIS183,NETWORKING INFRASTRUCTURE,NI,
PA,CIS190,DATA BASE FUNDAMENTALS,NI,
PA,CIS210,ADVANCED TOPICS IN CIS,NI,
PA,CIS212,EMERGING TECHNOLOGY,NI,
PA,CIS218,TECHNICAL COMMUNICATIONS,NI,
PA,CIS236,COMPUTER ORGANIZATION AND ARCHITECTURE,NI,
PA,CIS271,WEB CLIENT DEVELOPMENT,NI,
PA,CIS273,WEB GRAPHICS,NI,
PA,CIS275,WEB SERVER DEVELOPMENT,NI,
PA,CIS281,NETWORK ADMINISTRATION I,NI,
PA,CIS282,NETWORK ADMINISTRATION II,NI,
PA,CIS283,NETWORKING INFRASTRUCTURE,NI,
PA,CIS293,CIS COOPERATIVE EDUCATION,NI,
PA,CIS294,INTERNSHIP PROGRAM,NI,
PA,CIS295,CAPSTONE PROJECT,NI,
PA,MA101,COLLEGE MATHEMATICS I,NI,
PA,MA102,COLLEGE MATHEMATICS II,NI,
PA,MA104,CALCULUS I,NI,
PA,MA105,CALCULUS II,NI,
PA,MA108,COLLEGE ALGEBRA,NI,
PA,MA110,MATHEMATICS FOR MANAGEMENT,NI,
RV,CSIT298,ADVANCED TOPICS IN COMPUTER PROGRAMMING,CE,
RV,MATH010,ARITHMETIC,CE,
RV,MATH013,ARITHMETIC I: COMPUTATION,CE,
RV,MATH014,ARITHMETIC II: PROPORTIONAL REASONING,CE,
RV,MATH020,ELEMENTARY ALGEBRA,CE,
RV,MATH020A,ELEMENTARY ALGEBRA PART 1,CE,
RV,MATH020R,ELEMENTARY ALGEBRA REVIEW,CE,
RV,MATH021,INTERMEDIATE ALGEBRA,CE,
RV,MATH022,ALGEBRA MOD I: EQUATIONS AND INEQUALITIES,CE,
RV,MATH023,ALGEBRA MOD 2: LINEAR BEHAVIOR,CE,
RV,MATH024,ALGEBRA MOD 3: POLYNOMIAL BEHAVIOR,CE,
RV,MATH025,ALGEBRA MOD 4:RATIONAL AND RADICAL BEHAVIOR,CE,
RV,MATH030,INTERMEDIATE ALGEBRA,CE,
RV,MATH030R,INTERMEDIATE ALGEBRA WITH ALGEBRA REVIEW,CE,
RV,MATH010,ARITHMETIC,KE,
RV,MATH013,ARITHMETIC I: COMPUTATION,KE,
RV,MATH014,ARITHMETIC II: PROPORTIONAL REASONING,KE,
RV,MATH020,ELEMENTARY ALGEBRA,KE,
RV,MATH020A,ELEMENTARY ALGEBRA PART 1,KE,
RV,MATH020R,ELEMENTARY ALGEBRA REVIEW,KE,
RV,MATH021,INTERMEDIATE ALGEBRA,KE,
RV,MATH022,ALGEBRA MOD I: EQUATIONS AND INEQUALITIES,KE,
RV,MATH023,ALGEBRA MOD 2: LINEAR BEHAVIOR,KE,
RV,MATH024,ALGEBRA MOD 3: POLYNOMIAL BEHAVIOR,KE,
RV,MATH025,ALGEBRA MOD 4:RATIONAL AND RADICAL BEHAVIOR,KE,
RV,MATH030,INTERMEDIATE ALGEBRA,KE,
RV,MATH030R,INTERMEDIATE ALGEBRA WITH ALGEBRA REVIEW,KE,
RV,MATH106,TECHNICAL MATH,KE,
RV,CSIT125,PROGRAMMING FOR BUSINESS MAJORS,FD,
RV,CSIT292,COMPUTER SCIENCE COOP ED I,FD,
RV,CSIT293,COMPUTER SCIENCE COOP ED II,FD,
RV,CSIT295,COMPUTER SCIENCE COOP ED III,FD,
RV,MATH010,ARITHMETIC,FD,
RV,MATH013,ARITHMETIC I: COMPUTATION,FD,
RV,MATH014,ARITHMETIC II: PROPORTIONAL REASONING,FD,
RV,MATH020,ELEMENTARY ALGEBRA,FD,
RV,MATH020A,ELEMENTARY ALGEBRA PART 1,FD,
RV,MATH020R,ELEMENTARY ALGEBRA REVIEW,FD,
RV,MATH021,INTERMEDIATE ALGEBRA,FD,
RV,MATH022,ALGEBRA MOD I: EQUATIONS AND INEQUALITIES,FD,
RV,MATH023,ALGEBRA MOD 2: LINEAR BEHAVIOR,FD,
RV,MATH024,ALGEBRA MOD 3: POLYNOMIAL BEHAVIOR,FD,
RV,MATH025,ALGEBRA MOD 4:RATIONAL AND RADICAL BEHAVIOR,FD,
RV,MATH030,INTERMEDIATE ALGEBRA,FD,
RV,MATH030R,INTERMEDIATE ALGEBRA WITH ALGEBRA REVIEW,FD,
RV,MATH010,ARITHMETIC,MO,
RV,MATH013,ARITHMETIC I: COMPUTATION,MO,
RV,MATH014,ARITHMETIC II: PROPORTIONAL REASONING,MO,
RV,MATH020,ELEMENTARY ALGEBRA,MO,
RV,MATH020A,ELEMENTARY ALGEBRA PART 1,MO,
RV,MATH020R,ELEMENTARY ALGEBRA REVIEW,MO,
RV,MATH021,INTERMEDIATE ALGEBRA,MO,
RV,MATH022,ALGEBRA MOD I: EQUATIONS AND INEQUALITIES,MO,
RV,MATH023,ALGEBRA MOD 2: LINEAR BEHAVIOR,MO,
RV,MATH024,ALGEBRA MOD 3: POLYNOMIAL BEHAVIOR,MO,
RV,MATH025,ALGEBRA MOD 4:RATIONAL AND RADICAL BEHAVIOR,MO,
RV,MATH030,INTERMEDIATE ALGEBRA,MO,
RV,MATH109,INTEGRATED MATHEMATICS IV,MO,
RV,MATH228,MULTIVARIATE STATISTICS,MO,
RV,MATH296H,MATHEMATICS AND STATISTICS CAPSTONE RESEARCH HONOR,MO,
RV,MATH317,PROBABILITY THEORY,MO,
RV,MATH351,INDEPENDENT STUDY - REGRESSION ANALYSIS,MO,
RV,MATH010,ARITHMETIC,NU,
RV,MATH013,ARITHMETIC I: COMPUTATION,NU,
RV,MATH014,ARITHMETIC II: PROPORTIONAL REASONING,NU,
RV,MATH020,ELEMENTARY ALGEBRA,NU,
RV,MATH020A,ELEMENTARY ALGEBRA PART 1,NU,
RV,MATH020R,ELEMENTARY ALGEBRA REVIEW,NU,
RV,MATH021,INTERMEDIATE ALGEBRA,NU,
RV,MATH022,ALGEBRA MOD I: EQUATIONS AND INEQUALITIES,NU,
RV,MATH023,ALGEBRA MOD 2: LINEAR BEHAVIOR,NU,
RV,MATH024,ALGEBRA MOD 3: POLYNOMIAL BEHAVIOR,NU,
RV,MATH025,ALGEBRA MOD 4:RATIONAL AND RADICAL BEHAVIOR,NU,
RV,MATH030,INTERMEDIATE ALGEBRA,NU,
RV,MATH030R,INTERMEDIATE ALGEBRA WITH ALGEBRA REVIEW,NU,
RV,MATH375,MATHEMATICS CO-OP EDUCATION,NU,
RV,MATH010,ARITHMETIC,RO,
RV,MATH013,ARITHMETIC I: COMPUTATION,RO,
RV,MATH014,ARITHMETIC II: PROPORTIONAL REASONING,RO,
RV,MATH020,ELEMENTARY ALGEBRA,RO,
RV,MATH020A,ELEMENTARY ALGEBRA PART 1,RO,
RV,MATH020R,ELEMENTARY ALGEBRA REVIEW,RO,
RV,MATH021,INTERMEDIATE ALGEBRA,RO,
RV,MATH022,ALGEBRA MOD I: EQUATIONS AND INEQUALITIES,RO,
RV,MATH023,ALGEBRA MOD 2: LINEAR BEHAVIOR,RO,
RV,MATH024,ALGEBRA MOD 3: POLYNOMIAL BEHAVIOR,RO,
RV,MATH025,ALGEBRA MOD 4:RATIONAL AND RADICAL BEHAVIOR,RO,
RV,MATH030,INTERMEDIATE ALGEBRA,RO,
RV,MATH030R,INTERMEDIATE ALGEBRA WITH ALGEBRA REVIEW,RO,
RV,MATH228,MULTIVARIATE STATISTICS,RO,
RV,MATH317,PROBABILITY THEORY,RO,
RV,MATH351,INDEPENDENT STUDY - REGRESSION ANALYSIS,RO,
RV,CSIT292,COMPUTER SCIENCE COOP ED I,RI,
RV,CSIT293,COMPUTER SCIENCE COOP ED II,RI,
RV,CSIT295,COMPUTER SCIENCE COOP ED III,RI,
RV,MATH010,ARITHMETIC,RI,
RV,MATH013,ARITHMETIC I: COMPUTATION,RI,
RV,MATH014,ARITHMETIC II: PROPORTIONAL REASONING,RI,
RV,MATH020,ELEMENTARY ALGEBRA,RI,
RV,MATH020A,ELEMENTARY ALGEBRA PART 1,RI,
RV,MATH020R,ELEMENTARY ALGEBRA REVIEW,RI,
RV,MATH021,INTERMEDIATE ALGEBRA,RI,
RV,MATH022,ALGEBRA MOD I: EQUATIONS AND INEQUALITIES,RI,
RV,MATH023,ALGEBRA MOD 2: LINEAR BEHAVIOR,RI,
RV,MATH024,ALGEBRA MOD 3: POLYNOMIAL BEHAVIOR,RI,
RV,MATH025,ALGEBRA MOD 4:RATIONAL AND RADICAL BEHAVIOR,RI,
RV,MATH030,INTERMEDIATE ALGEBRA,RI,
RV,MATH030R,INTERMEDIATE ALGEBRA WITH ALGEBRA REVIEW,RI,
RV,MATH101R,NUMBER SYSTEMS WITH REVIEW,RI,
RV,MATH103C,QUANTITATIVE REASONING,RI,
RV,MATH104,MATHEMATICAL PATTERNS IN NUMBERS AND SOUND,RI,
RV,MATH106,TECHNICAL MATH,RI,
RV,MATH109,INTEGRATED MATHEMATICS IV,RI,
RV,MATH115H,"SUM, SEQUENCE SERIES - HONORS",RI,
RV,MATH116H,INTRODUCTION TO LIMITS - HONORS,RI,
RV,MATH118H,INTRO TO EXPERIMENTAL DESIGN,RI,
RV,MATH124H,MATHEMATICAL THINKING - HONORS,RI,
RV,MATH299,SPECIAL TOPICS IN MATHEMATICS,RI,
RV,MATH317,PROBABILITY THEORY,RI,
RV,MATH351,INDEPENDENT STUDY - REGRESSION ANALYSIS,RI,
RV,MATH375,MATHEMATICS CO-OP EDUCATION,RI,
RV,CSIT125,PROGRAMMING FOR BUSINESS MAJORS,FM,
RV,CSIT292,COMPUTER SCIENCE COOP ED I,FM,
RV,CSIT293,COMPUTER SCIENCE COOP ED II,FM,
RV,CSIT295,COMPUTER SCIENCE COOP ED III,FM,
RV,MATH010,ARITHMETIC,FM,
RV,MATH013,ARITHMETIC I: COMPUTATION,FM,
RV,MATH014,ARITHMETIC II: PROPORTIONAL REASONING,FM,
RV,MATH020,ELEMENTARY ALGEBRA,FM,
RV,MATH020A,ELEMENTARY ALGEBRA PART 1,FM,
RV,MATH020R,ELEMENTARY ALGEBRA REVIEW,FM,
RV,MATH021,INTERMEDIATE ALGEBRA,FM,
RV,MATH022,ALGEBRA MOD I: EQUATIONS AND INEQUALITIES,FM,
RV,MATH023,ALGEBRA MOD 2: LINEAR BEHAVIOR,FM,
RV,MATH024,ALGEBRA MOD 3: POLYNOMIAL BEHAVIOR,FM,
RV,MATH025,ALGEBRA MOD 4:RATIONAL AND RADICAL BEHAVIOR,FM,
RV,MATH030,INTERMEDIATE ALGEBRA,FM,
RV,MATH030R,INTERMEDIATE ALGEBRA WITH ALGEBRA REVIEW,FM,
RV,CSIT265,INTRODUCTION TO C #.NET,RM,
RV,MATH104,MATHEMATICAL PATTERNS IN NUMBERS AND SOUND,RM,
RV,CSIT103,COMPUTER CONCEPTS AND PROGRAMMING,NI,
RV,CSIT125,PROGRAMMING FOR BUSINESS MAJORS,NI,
RV,CSIT211,SYSTEMS DEVELOPMENT AND IMPLEMENTATION,NI,
RV,CSIT217,OPERATING SYSTEMS,NI,
RV,CSIT238,C PROGRAMMING,NI,
RV,CSIT256,COMPUTER ARCHITECTURE AND ASSEMBLY LANGUAGE,NI,
RV,CSIT292,COMPUTER SCIENCE COOP ED I,NI,
RV,CSIT293,COMPUTER SCIENCE COOP ED II,NI,
RV,CSIT295,COMPUTER SCIENCE COOP ED III,NI,
RV,CSIT296H,COMPUTER SCIENCE CAPSTONE RESEARCH HONORS,NI,
RV,MATH010,ARITHMETIC,NI,
RV,MATH013,ARITHMETIC I: COMPUTATION,NI,
RV,MATH014,ARITHMETIC II: PROPORTIONAL REASONING,NI,
RV,MATH020,ELEMENTARY ALGEBRA,NI,
RV,MATH020A,ELEMENTARY ALGEBRA PART 1,NI,
RV,MATH020R,ELEMENTARY ALGEBRA REVIEW,NI,
RV,MATH021,INTERMEDIATE ALGEBRA,NI,
RV,MATH022,ALGEBRA MOD I: EQUATIONS AND INEQUALITIES,NI,
RV,MATH023,ALGEBRA MOD 2: LINEAR BEHAVIOR,NI,
RV,MATH024,ALGEBRA MOD 3: POLYNOMIAL BEHAVIOR,NI,
RV,MATH025,ALGEBRA MOD 4:RATIONAL AND RADICAL BEHAVIOR,NI,
RV,MATH030,INTERMEDIATE ALGEBRA,NI,
RV,MATH030R,INTERMEDIATE ALGEBRA WITH ALGEBRA REVIEW,NI,
RV,MATH100,FINITE MATHEMATICS,NI,
RV,MATH101,NUMBER SYSTEMS,NI,
RV,MATH101R,NUMBER SYSTEMS WITH REVIEW,NI,
RV,MATH102,PROBLEM SOLVING STRATEGIES,NI,
RV,MATH103C,QUANTITATIVE REASONING,NI,
RV,MATH104,MATHEMATICAL PATTERNS IN NUMBERS AND SOUND,NI,
RV,MATH105,CONTEMPORARY MATHEMATICS,NI,
RV,MATH106,TECHNICAL MATH,NI,
RV,MATH107,MATH REASONING FOR EDUCATORS I,NI,
RV,MATH108,MATH REASONING FOR EDUCATORS II,NI,
RV,MATH109,INTEGRATED MATHEMATICS IV,NI,
RV,MATH112,PRECALCULUS I,NI,
RV,MATH115H,"SUM, SEQUENCE SERIES - HONORS",NI,
RV,MATH116H,INTRODUCTION TO LIMITS - HONORS,NI,
RV,MATH117H,STATISTICS HONORS,NI,
RV,MATH118H,INTRO TO EXPERIMENTAL DESIGN,NI,
RV,MATH124,MATHEMATICAL THINKING,NI,
RV,MATH124H,MATHEMATICAL THINKING - HONORS,NI,
RV,MATH211,PRECALCULUS,NI,
RV,MATH211H,PRECALCULUS - HONORS,NI,
RV,MATH212,"SUM, SEQUENCE SERIES",NI,
RV,MATH212H,"SUM, SEQUENCE SERIES - HONORS",NI,
RV,MATH213,INTRODUCTION TO LIMITS,NI,
RV,MATH213H,INTRODUCTION TO LIMITS - HONORS,NI,
RV,MATH214,MATHEMATICAL THINKING,NI,
RV,MATH214H,MATHEMATICAL THINKING - HONORS,NI,
RV,MATH215,INTRODUCTION TO EXPERIMENTAL DESIGN,NI,
RV,MATH215H,INTRODUCTION TO EXPERIMENTAL DESIGN - HONORS,NI,
RV,MATH223,STATISTICS II,NI,
RV,MATH228,MULTIVARIATE STATISTICS,NI,
RV,MATH296H,MATHEMATICS AND STATISTICS CAPSTONE RESEARCH HONOR,NI,
RV,MATH299,SPECIAL TOPICS IN MATHEMATICS,NI,
RV,MATH317,PROBABILITY THEORY,NI,
RV,MATH351,INDEPENDENT STUDY - REGRESSION ANALYSIS,NI,
RV,MATH375,MATHEMATICS CO-OP EDUCATION,NI,
SA,CS251,INTRODUCTION TO JAVA PROGRAMMING,CE,
SA,CS252,ADVANCED JAVA CONCEPTS,CE,
SA,MA89,INTRO TO DEVELOPMENTAL MATH,CE,
SA,MA90,BASIC COLLEGE MATHEMATICS,CE,
SA,MA91,DEVELOPMENTAL MATHEMATICS,CE,
SA,MA93,ELEMENTARY ALGEBRA,CE,
SA,MA95,INTERMEDIATE ALGEBRA,CE,
SA,MAT037,COLLEGE ALEBRA ENHANCEMENT,CE,
SA,MAT094,CONTEMPORARY MATH ENHANCEMENT,CE,
SA,MAT095,INTERMEDIATE ALGEBRA,CE,
SA,MAT135,INTERMEDIATE ALGEBRA,CE,
SA,MAT151,ELEMENTARY FUNCTIONS,CE,
SA,CS212,INTRO TO PROGRAMMING IN C++,KE,
SA,CS214,DATA STRUCTURES WITH C++,KE,
SA,CS240,PROGRAMMING IN,KE,
SA,MA89,INTRO TO DEVELOPMENTAL MATH,KE,
SA,MA90,BASIC COLLEGE MATHEMATICS,KE,
SA,MA91,DEVELOPMENTAL MATHEMATICS,KE,
SA,MA93,ELEMENTARY ALGEBRA,KE,
SA,MA95,INTERMEDIATE ALGEBRA,KE,
SA,MAT037,COLLEGE ALEBRA ENHANCEMENT,KE,
SA,MAT092,PRE-ALGEBRA,KE,
SA,MAT093,ELEMENTARY ALGEBRA,KE,
SA,MAT094,CONTEMPORARY MATH ENHANCEMENT,KE,
SA,MAT095,INTERMEDIATE ALGEBRA,KE,
SA,MAT105,APPLIED MATH FOR INDUSTRIAL TEC,KE,
SA,MAT115,FUNDAMENTALS OF MATH FOR NURSING,KE,
SA,MAT131,COLLEGE ALGEBRA I,KE,
SA,MAT132,ALGEBRA II,KE,
SA,MAT135,INTERMEDIATE ALGEBRA,KE,
SA,MAT143,ENGINEERING TECHNOLOGY MATHEMATICS,KE,
SA,MAT211,CALCULUS REVIEW,KE,
SA,CS115,COMPUTER APPLICATIONS,FD,
SA,IT106,PC ASSEMBLY,FD,
SA,IT108,COPPER CABLING SYSTEMS,FD,
SA,IT109,FIBER OPTICS CABLING SYSTEMS,FD,
SA,MA89,INTRO TO DEVELOPMENTAL MATH,FD,
SA,MA90,BASIC COLLEGE MATHEMATICS,FD,
SA,MA91,DEVELOPMENTAL MATHEMATICS,FD,
SA,MA93,ELEMENTARY ALGEBRA,FD,
SA,MA95,INTERMEDIATE ALGEBRA,FD,
SA,MAT037,COLLEGE ALEBRA ENHANCEMENT,FD,
SA,MAT092,PRE-ALGEBRA,FD,
SA,MAT093,ELEMENTARY ALGEBRA,FD,
SA,MAT094,CONTEMPORARY MATH ENHANCEMENT,FD,
SA,MAT095,INTERMEDIATE ALGEBRA,FD,
SA,MAT115,FUNDAMENTALS OF MATH FOR NURSING,FD,
SA,CS111,COMPUTER PROGRAMMING IN BASIC,MO,
SA,CS212,INTRO TO PROGRAMMING IN C++,MO,
SA,CS214,DATA STRUCTURES WITH C++,MO,
SA,CS240,PROGRAMMING IN,MO,
SA,MA89,INTRO TO DEVELOPMENTAL MATH,MO,
SA,MA90,BASIC COLLEGE MATHEMATICS,MO,
SA,MA91,DEVELOPMENTAL MATHEMATICS,MO,
SA,MA93,ELEMENTARY ALGEBRA,MO,
SA,MA95,INTERMEDIATE ALGEBRA,MO,
SA,MAT037,COLLEGE ALEBRA ENHANCEMENT,MO,
SA,MAT092,PRE-ALGEBRA,MO,
SA,MAT093,ELEMENTARY ALGEBRA,MO,
SA,MAT094,CONTEMPORARY MATH ENHANCEMENT,MO,
SA,MAT095,INTERMEDIATE ALGEBRA,MO,
SA,MAT105,APPLIED MATH FOR INDUSTRIAL TEC,MO,
SA,MAT131,COLLEGE ALGEBRA I,MO,
SA,MAT132,ALGEBRA II,MO,
SA,MAT135,INTERMEDIATE ALGEBRA,MO,
SA,MAT143,ENGINEERING TECHNOLOGY MATHEMATICS,MO,
SA,MAT170,DISCRETE MATH,MO,
SA,MAT211,CALCULUS REVIEW,MO,
SA,CS212,INTRO TO PROGRAMMING IN C++,NU,
SA,CS214,DATA STRUCTURES WITH C++,NU,
SA,CS240,PROGRAMMING IN,NU,
SA,MA89,INTRO TO DEVELOPMENTAL MATH,NU,
SA,MA90,BASIC COLLEGE MATHEMATICS,NU,
SA,MA91,DEVELOPMENTAL MATHEMATICS,NU,
SA,MA93,ELEMENTARY ALGEBRA,NU,
SA,MA95,INTERMEDIATE ALGEBRA,NU,
SA,MAT037,COLLEGE ALEBRA ENHANCEMENT,NU,
SA,MAT092,PRE-ALGEBRA,NU,
SA,MAT093,ELEMENTARY ALGEBRA,NU,
SA,MAT094,CONTEMPORARY MATH ENHANCEMENT,NU,
SA,MAT095,INTERMEDIATE ALGEBRA,NU,
SA,MAT105,APPLIED MATH FOR INDUSTRIAL TEC,NU,
SA,MAT131,COLLEGE ALGEBRA I,NU,
SA,MAT132,ALGEBRA II,NU,
SA,MAT135,INTERMEDIATE ALGEBRA,NU,
SA,MAT143,ENGINEERING TECHNOLOGY MATHEMATICS,NU,
SA,MAT211,CALCULUS REVIEW,NU,
SA,CS115,COMPUTER APPLICATIONS,RO,
SA,CS212,INTRO TO PROGRAMMING IN C++,RO,
SA,MA89,INTRO TO DEVELOPMENTAL MATH,RO,
SA,MA90,BASIC COLLEGE MATHEMATICS,RO,
SA,MA91,DEVELOPMENTAL MATHEMATICS,RO,
SA,MA93,ELEMENTARY ALGEBRA,RO,
SA,MA95,INTERMEDIATE ALGEBRA,RO,
SA,MAT092,PRE-ALGEBRA,RO,
SA,MAT093,ELEMENTARY ALGEBRA,RO,
SA,MAT095,INTERMEDIATE ALGEBRA,RO,
SA,MAT110,INTRODUCTION TO COLLEGE MATHEMATICS,RO,
SA,MAT135,INTERMEDIATE ALGEBRA,RO,
SA,MAT136,INTERMEDIATE ALGEBRA,RO,
SA,MAT211,CALCULUS REVIEW,RO,
SA,CS111,COMPUTER PROGRAMMING IN BASIC,RI,
SA,CS113,MICROCOMPUTER APPLICATIONS,RI,
SA,CS115,COMPUTER APPLICATIONS,RI,
SA,CS212,INTRO TO PROGRAMMING IN C++,RI,
SA,CS214,DATA STRUCTURES WITH C++,RI,
SA,CS240,PROGRAMMING IN,RI,
SA,IT210,WEBSITE MANAGEMENT,RI,
SA,MA89,INTRO TO DEVELOPMENTAL MATH,RI,
SA,MA90,BASIC COLLEGE MATHEMATICS,RI,
SA,MA91,DEVELOPMENTAL MATHEMATICS,RI,
SA,MA93,ELEMENTARY ALGEBRA,RI,
SA,MA95,INTERMEDIATE ALGEBRA,RI,
SA,MAT037,COLLEGE ALEBRA ENHANCEMENT,RI,
SA,MAT092,PRE-ALGEBRA,RI,
SA,MAT093,ELEMENTARY ALGEBRA,RI,
SA,MAT094,CONTEMPORARY MATH ENHANCEMENT,RI,
SA,MAT095,INTERMEDIATE ALGEBRA,RI,
SA,MAT100,APPLIED MATHEMATICS,RI,
SA,MAT105,APPLIED MATH FOR INDUSTRIAL TEC,RI,
SA,MAT115,FUNDAMENTALS OF MATH FOR NURSING,RI,
SA,MAT131,COLLEGE ALGEBRA I,RI,
SA,MAT132,ALGEBRA II,RI,
SA,MAT135,INTERMEDIATE ALGEBRA,RI,
SA,MAT136,INTERMEDIATE ALGEBRA,RI,
SA,MAT143,ENGINEERING TECHNOLOGY MATHEMATICS,RI,
SA,MAT201,STATISTICS,RI,
SA,MAT211,CALCULUS REVIEW,RI,
SA,CS115,COMPUTER APPLICATIONS,FM,
SA,MA89,INTRO TO DEVELOPMENTAL MATH,FM,
SA,MA90,BASIC COLLEGE MATHEMATICS,FM,
SA,MA91,DEVELOPMENTAL MATHEMATICS,FM,
SA,MA93,ELEMENTARY ALGEBRA,FM,
SA,MA95,INTERMEDIATE ALGEBRA,FM,
SA,MAT037,COLLEGE ALEBRA ENHANCEMENT,FM,
SA,MAT092,PRE-ALGEBRA,FM,
SA,MAT093,ELEMENTARY ALGEBRA,FM,
SA,MAT094,CONTEMPORARY MATH ENHANCEMENT,FM,
SA,MAT095,INTERMEDIATE ALGEBRA,FM,
SA,MAT115,FUNDAMENTALS OF MATH FOR NURSING,FM,
SA,MAT201,STATISTICS,FM,
SA,IT101,PC ASSEMBLY,RM,
SA,IT102,HOW THE MAC WORKS,RM,
SA,IT103,NETWORK DESIGN AND TOPOLOGIES,RM,
SA,IT104,COMPUTER REPAIR,RM,
SA,IT105,NETWORK SYSTEMS I,RM,
SA,IT106,PC ASSEMBLY,RM,
SA,IT107,FUNDAMENTALS OF ELECTRONIC COMMUNICATION,RM,
SA,IT108,COPPER CABLING SYSTEMS,RM,
SA,IT109,FIBER OPTICS CABLING SYSTEMS,RM,
SA,IT204,COMPUTER REPAIR II,RM,
SA,IT205,NETWORK SYSTEMS II,RM,
SA,IT210,WEBSITE MANAGEMENT,RM,
SA,MA90,BASIC COLLEGE MATHEMATICS,RM,
SA,MAT092,PRE-ALGEBRA,RM,
SA,CS111,COMPUTER PROGRAMMING IN BASIC,NI,
SA,CS113,MICROCOMPUTER APPLICATIONS,NI,
SA,CS115,COMPUTER APPLICATIONS,NI,
