SI,Course ID,Course Title,RI,EQ 'FN'
UI,CIS130,INTRODUCTORY VISUAL BASIC,NI,
UI,CIS132,INTERMEDIATE VISUAL BASIC,NI,
UI,CIS140,HELP DESK CONCEPTS AND CUSTOMER SERVICE,NI,
UI,CIS201,APPLICATIONS DEVELOPMENT II,NI,
UI,CIS204,DATA BASE MAMAGEMENT,NI,
UI,CIS205,DATA COMMUNICATIONS AND NETWORKS,NI,
UI,CIS207,PC TROUBLSHOOTING AND REPAIR,NI,
UI,CIS210,PRINCIPLES OF INFORMATION SECURITY,NI,
UI,CIS211,APPLIED SOFTWARE DEVELOPMENT PROJECT,NI,
UI,CIS213,WORD I,NI,
UI,MAT001,MATHEMATICAL COMPUTATIONS AND PROBLEM SOLVING,NI,
UI,MAT002,ELEMENTARY ALGEBRA,NI,
UI,MAT005,INTERMEDIATE ALGEBRA,NI,
UI,MAT006,TRIGONOMETRY,NI,
UI,MAT012,ESL MATHEMATICS,NI,
UI,MAT025,ELEMEMTARY ALGEBRA I,NI,
UI,MAT026,ELEMENTARY ALGEBRA II,NI,
UI,MAT055,INTERMEDIATE ALGEBRA,NI,
UI,MAT066,TRIGONOMETRY,NI,
UI,MAT100,MATH FOR PHARMACOLOGY,NI,
UI,MAT101,FINITE MATHEMATICS,NI,
UI,MAT105,SURVEY OF SPECIAL TOPICS IN MATHEMATICS,NI,
UI,MAT106,MATHEMATICS FOR MANAGEMENT AND SOCIAL SCIENCES,NI,
UI,MAT107,ELEMENTARY STATISTICS,NI,
UI,MAT108,BASIC PROGRAMMING AND APPLICATIONS,NI,
UI,MAT111,ELEMENTARY FUNCTIONS,NI,
UI,MAT112,ELEMENTARY APPLIED ANALYSIS,NI,
UI,MAT113,MATH APPLICATIONS,NI,
UI,MAT115,COLLEGE ALGEBRA AND TRIGONOMETRY,NI,
UI,MAT117,AN INTRODUCTION TO MATHEMATICAL IDEAS,NI,
UI,MAT121,CALCULUS AND ANALYTIC GEOMETRY I,NI,
UI,MAT122,CALCULUS AND ANALYTIC GEOMETRY II,NI,
UI,MAT125,SURVEY OF SPECIAL TOPICS IN MATHEMATICS,NI,
UI,MAT126,MATHEMATICS FOR MANAGEMENT AND SOCIAL SCIENCES,NI,
UI,MAT128,BASIC PROGRAMMING AND APPLICATIONS,NI,
UI,MAT130,WOMEN IN MATHEMATICS AND SCIENCE,NI,
UI,MAT131,UNIFIED CALCULUS I,NI,
UI,MAT132,UNIFIED CALCULUS II,NI,
UI,MAT133,TRIGONOMETRY,NI,
UI,MAT141,TECHNICAL MATHEMATICS I,NI,
UI,MAT142,TECHNICAL MATHEMATICS II,NI,
UI,MAT144,ELEMENTARY MATHEMATICAL ANALYSIS II,NI,
UI,MAT145,ELEMENTARY FUNCTIONS,NI,
UI,MAT146,BRIEF CALCULUS WITH APPLICATIONS,NI,
UI,MAT148,INTRODUCTION TO GRAPHICS CALCULATORS/DERIVE,NI,
UI,MAT156,BUSINESS MATHEMATICS,NI,
UI,MAT165,ALGEBRA,NI,
UI,MAT185,INTRODUCTION TO TI-85 GRAPHICS CALCULATOR/DERIVE,NI,
UI,MAT201,CALCULUS AND ANALYTIC GEOMETRY III,NI,
UI,MAT204,BUSINESS STATISTICAL ANALYSIS,NI,
UI,MAT205,LINEAR ALGEBRA,NI,
UI,MAT211,UNIFIED CALCULUS III,NI,
UI,MAT212,DIFFERENTIAL EQUATIONS,NI,
UI,MAT215,TECHNICAL MATHEMATICS III,NI,
UI,MAT228,ADVANCED TOPICS IN COMPUTER SCIENCE,NI,
UI,MAT230,WOMEN IN MATHEMATICS AND SCIENCE,NI,
UI,MAT231,CALCULUS I,NI,
UI,MAT240,TECHNICAL MATHEMATICS III,NI,
UI,MAT241,TECHNICAL MATHEMATICS III,NI,
UI,MAT246,BUSINESS STATISTICAL ANALYSIS,NI,
UI,MAT261,CALCULUS AND ANALYTIC GEOMETRY III,NI,
UI,MAT266,SURVEY OF MODERN MATHEMATICS,NI,
UI,MAT280,PROJECTS IN MATHEMATICS,NI,
WA,MAT025,MATH REVIEW (HRD),CE,
WA,MAT032,MATHEMATICS/INDUSTRY,CE,
WA,MAT050,BASIC MATH,CE,
WA,MAT051,INTRODUCTORY ALGEBRA,CE,
WA,MAT052,INTERMEDIATE ALGEBRA,CE,
WA,MAT054,BASIC ALGEBRA,CE,
WA,MAT061,HIGH SCHOOL TRIGONOMETRY,CE,
WA,MAT025,MATH REVIEW (HRD),KE,
WA,MAT032,MATHEMATICS/INDUSTRY,KE,
WA,MAT050,BASIC MATH,KE,
WA,MAT051,INTRODUCTORY ALGEBRA,KE,
WA,MAT052,INTERMEDIATE ALGEBRA,KE,
WA,MAT054,BASIC ALGEBRA,KE,
WA,MAT061,HIGH SCHOOL TRIGONOMETRY,KE,
WA,MAT101,ELEMENTARY ALGEBRA I,KE,
WA,MAT102,ELEMENTARY ALGEBRA II,KE,
WA,MAT104,TECHNICAL MATH,KE,
WA,MAT156,COLLEGE ALGEBRA I,KE,
WA,MAT157,COLLEGE ALGEBRA II,KE,
WA,MAT158,ALGEBRA AND TRIGONOMETRY I,KE,
WA,MAT159,ALGEBRA AND TRIGONOMETRY II,KE,
WA,MAT204,DIFFERENTIAL EQUATIONS,KE,
WA,MAT025,MATH REVIEW (HRD),FD,
WA,MAT032,MATHEMATICS/INDUSTRY,FD,
WA,MAT050,BASIC MATH,FD,
WA,MAT051,INTRODUCTORY ALGEBRA,FD,
WA,MAT052,INTERMEDIATE ALGEBRA,FD,
WA,MAT053,INTRODUCTORY AND INTERMEDIATE ALGEBRA,FD,
WA,MAT054,BASIC ALGEBRA,FD,
WA,MAT061,HIGH SCHOOL TRIGONOMETRY,FD,
WA,MAT101,ELEMENTARY ALGEBRA I,FD,
WA,MAT102,ELEMENTARY ALGEBRA II,FD,
WA,MAT156,COLLEGE ALGEBRA I,FD,
WA,MAT157,COLLEGE ALGEBRA II,FD,
WA,MAT025,MATH REVIEW (HRD),MO,
WA,MAT032,MATHEMATICS/INDUSTRY,MO,
WA,MAT050,BASIC MATH,MO,
WA,MAT051,INTRODUCTORY ALGEBRA,MO,
WA,MAT052,INTERMEDIATE ALGEBRA,MO,
WA,MAT053,INTRODUCTORY AND INTERMEDIATE ALGEBRA,MO,
WA,MAT061,HIGH SCHOOL TRIGONOMETRY,MO,
WA,MAT101,ELEMENTARY ALGEBRA I,MO,
WA,MAT102,ELEMENTARY ALGEBRA II,MO,
WA,MAT129,MATH ANALYSIS FOR BUSINESS AND ECONOMICS,MO,
WA,MAT156,COLLEGE ALGEBRA I,MO,
WA,MAT157,COLLEGE ALGEBRA II,MO,
WA,MAT158,ALGEBRA AND TRIGONOMETRY I,MO,
WA,MAT159,ALGEBRA AND TRIGONOMETRY II,MO,
WA,MAT160,PRE-CALCULUS,MO,
WA,MAT204,DIFFERENTIAL EQUATIONS,MO,
WA,MAT219,STATISTICS,MO,
WA,MAT262,CALCULUS II,MO,
WA,MAT025,MATH REVIEW (HRD),NU,
WA,MAT032,MATHEMATICS/INDUSTRY,NU,
WA,MAT050,BASIC MATH,NU,
WA,MAT051,INTRODUCTORY ALGEBRA,NU,
WA,MAT052,INTERMEDIATE ALGEBRA,NU,
WA,MAT053,INTRODUCTORY AND INTERMEDIATE ALGEBRA,NU,
WA,MAT054,BASIC ALGEBRA,NU,
WA,MAT061,HIGH SCHOOL TRIGONOMETRY,NU,
WA,MAT101,ELEMENTARY ALGEBRA I,NU,
WA,MAT102,ELEMENTARY ALGEBRA II,NU,
WA,MAT129,MATH ANALYSIS FOR BUSINESS AND ECONOMICS,NU,
WA,MAT156,COLLEGE ALGEBRA I,NU,
WA,MAT157,COLLEGE ALGEBRA II,NU,
WA,MAT158,ALGEBRA AND TRIGONOMETRY I,NU,
WA,MAT159,ALGEBRA AND TRIGONOMETRY II,NU,
WA,MAT160,PRE-CALCULUS,NU,
WA,MAT204,DIFFERENTIAL EQUATIONS,NU,
WA,MAT219,STATISTICS,NU,
WA,MAT262,CALCULUS II,NU,
WA,MAT025,MATH REVIEW (HRD),RO,
WA,MAT032,MATHEMATICS/INDUSTRY,RO,
WA,MAT050,BASIC MATH,RO,
WA,MAT051,INTRODUCTORY ALGEBRA,RO,
WA,MAT052,INTERMEDIATE ALGEBRA,RO,
WA,MAT053,INTRODUCTORY AND INTERMEDIATE ALGEBRA,RO,
WA,MAT054,BASIC ALGEBRA,RO,
WA,MAT061,HIGH SCHOOL TRIGONOMETRY,RO,
WA,MAT101,ELEMENTARY ALGEBRA I,RO,
WA,MAT102,ELEMENTARY ALGEBRA II,RO,
WA,MAT156,COLLEGE ALGEBRA I,RO,
WA,MAT157,COLLEGE ALGEBRA II,RO,
WA,MAT025,MATH REVIEW (HRD),RI,
WA,MAT032,MATHEMATICS/INDUSTRY,RI,
WA,MAT050,BASIC MATH,RI,
WA,MAT051,INTRODUCTORY ALGEBRA,RI,
WA,MAT052,INTERMEDIATE ALGEBRA,RI,
WA,MAT053,INTRODUCTORY AND INTERMEDIATE ALGEBRA,RI,
WA,MAT054,BASIC ALGEBRA,RI,
WA,MAT061,HIGH SCHOOL TRIGONOMETRY,RI,
WA,MAT101,ELEMENTARY ALGEBRA I,RI,
WA,MAT102,ELEMENTARY ALGEBRA II,RI,
WA,MAT111,MATH ANALYSIS FOR BUSINESS AND ECONOMICS,RI,
WA,MAT129,MATH ANALYSIS FOR BUSINESS AND ECONOMICS,RI,
WA,MAT156,COLLEGE ALGEBRA I,RI,
WA,MAT157,COLLEGE ALGEBRA II,RI,
WA,MAT158,ALGEBRA AND TRIGONOMETRY I,RI,
WA,MAT159,ALGEBRA AND TRIGONOMETRY II,RI,
WA,MAT160,PRE-CALCULUS,RI,
WA,MAT204,DIFFERENTIAL EQUATIONS,RI,
WA,MAT219,STATISTICS,RI,
WA,MAT262,CALCULUS II,RI,
WA,MAT025,MATH REVIEW (HRD),FM,
WA,MAT032,MATHEMATICS/INDUSTRY,FM,
WA,MAT050,BASIC MATH,FM,
WA,MAT051,INTRODUCTORY ALGEBRA,FM,
WA,MAT052,INTERMEDIATE ALGEBRA,FM,
WA,MAT053,INTRODUCTORY AND INTERMEDIATE ALGEBRA,FM,
WA,MAT054,BASIC ALGEBRA,FM,
WA,MAT061,HIGH SCHOOL TRIGONOMETRY,FM,
WA,MAT101,ELEMENTARY ALGEBRA I,FM,
WA,MAT102,ELEMENTARY ALGEBRA II,FM,
WA,MAT156,COLLEGE ALGEBRA I,FM,
WA,MAT157,COLLEGE ALGEBRA II,FM,
WA,MAT025,MATH REVIEW (HRD),RM,
WA,MAT032,MATHEMATICS/INDUSTRY,RM,
WA,MAT050,BASIC MATH,RM,
WA,MAT061,HIGH SCHOOL TRIGONOMETRY,RM,
WA,MAT101,ELEMENTARY ALGEBRA I,RM,
WA,MAT102,ELEMENTARY ALGEBRA II,RM,
WA,MAT156,COLLEGE ALGEBRA I,RM,
WA,MAT157,COLLEGE ALGEBRA II,RM,
WA,MAT025,MATH REVIEW (HRD),NI,
WA,MAT032,MATHEMATICS/INDUSTRY,NI,
WA,MAT050,BASIC MATH,NI,
WA,MAT051,INTRODUCTORY ALGEBRA,NI,
WA,MAT052,INTERMEDIATE ALGEBRA,NI,
WA,MAT053,INTRODUCTORY AND INTERMEDIATE ALGEBRA,NI,
WA,MAT054,BASIC ALGEBRA,NI,
WA,MAT061,HIGH SCHOOL TRIGONOMETRY,NI,
WA,MAT101,ELEMENTARY ALGEBRA I,NI,
WA,MAT102,ELEMENTARY ALGEBRA II,NI,
WA,MAT104,TECHNICAL MATH,NI,
WA,MAT110,TOPICS OF MATHEMATICS,NI,
WA,MAT111,MATH ANALYSIS FOR BUSINESS AND ECONOMICS,NI,
WA,MAT129,MATH ANALYSIS FOR BUSINESS AND ECONOMICS,NI,
WA,MAT131,COLLEGE ALGEBRA,NI,
WA,MAT141,PRE-CALCULUS,NI,
WA,MAT156,COLLEGE ALGEBRA I,NI,
WA,MAT157,COLLEGE ALGEBRA II,NI,
WA,MAT158,ALGEBRA AND TRIGONOMETRY I,NI,
WA,MAT159,ALGEBRA AND TRIGONOMETRY II,NI,
WA,MAT160,PRE-CALCULUS,NI,
WA,MAT219,STATISTICS,NI,
