"INST.ID","COURSE ID","COURSE TITLE","EFFECTIVE SINCE","FILE TYPE","LINK TO SYLLABUS"
"BR","CHEM117","INTRO TO MARINE CHEMISTRY","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BR.CHEM117.200109.syl.txt"
"BR","CHEM136","INTRO TO INORGANIC, ORGANIC AND BIOLOGICAL CHEM","2001/09","PDF","https://njtransfer.org/artweb/artup/BR.CHEM136.200109.syl.pdf"
"BR","CHEM203","ORGANIC CHEMISTRY I","2001/09","PDF","https://njtransfer.org/artweb/artup/BR.CHEM203.200109.syl.pdf"
"BR","CHEM204","ORGANIC CHEMISTRY II","2001/09","PDF","https://njtransfer.org/artweb/artup/BR.CHEM204.200109.syl.pdf"
"BR","CHEM236","BIOCHEMISTRY","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BR.CHEM236.200109.syl.txt"
"BR","CHEM294","INDEPENDENT CHEMISTRY RESEARCH","2014/06","MS Word","https://njtransfer.org/artweb/artup/BR.CHEM294.201406.syl.doc"
"BR","CHNS101","ELEMENTARY CHINESE I","2001/09","PDF","https://njtransfer.org/artweb/artup/BR.CHNS101.200109.syl.pdf"
"BR","CHNS102","ELEMENTARY CHINESE II","2001/09","PDF","https://njtransfer.org/artweb/artup/BR.CHNS102.200109.syl.pdf"
"BR","CINE105","FILM APPRECIATION","2001/09","PDF","https://njtransfer.org/artweb/artup/BR.CINE105.200109.syl.pdf"
"BR","CINE115","FILM GENRES","2014/06","MS Word","https://njtransfer.org/artweb/artup/BR.CINE115.201406.syl.doc"
"BR","COMM101","COMMUNICATION","2001/09","PDF","https://njtransfer.org/artweb/artup/BR.COMM101.200109.syl.pdf"
"BR","COMM102","COMMUNICATION MEDIA","2001/09","PDF","https://njtransfer.org/artweb/artup/BR.COMM102.200109.syl.pdf"
"BR","COMM106","INTRO TO PUBLIC RELATIONS","2001/09","PDF","https://njtransfer.org/artweb/artup/BR.COMM106.200109.syl.pdf"
"BR","COMM115","AUDIO IN MEDIA","2001/09","PDF","https://njtransfer.org/artweb/artup/BR.COMM115.200109.syl.pdf"
"BR","COMM125","INTRODUCTION TO SPORTS BROADCASTING","2014/06","MS Word","https://njtransfer.org/artweb/artup/BR.COMM125.201406.syl.doc"
"BR","COMM216","ADVANCED DIGITAL AUDIO/MUSIC RECORDING","2001/09","PDF","https://njtransfer.org/artweb/artup/BR.COMM216.200109.syl.pdf"
"BR","COMM226","DIGITAL REPORTING","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BR.COMM226.200109.syl.txt"
"BR","COMM228","MUTLIMEDIA PRODUCTION CAPSTONE","2023/06","PDF","https://njtransfer.org/artweb/artup/BR.COMM228.202306.syl.pdf"
"BR","COMM295","SPECIAL PROJECT - COMMUNICATION MEDIA","2001/09","PDF","https://njtransfer.org/artweb/artup/BR.COMM295.200109.syl.pdf"
"BR","COMP116","INTRODUCTION TO DIGITAL PROGRAMMING","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BR.COMP116.200109.syl.txt"
"BR","COMP126","COMPUTER LOGIC AND DESIGN","2001/09","PDF","https://njtransfer.org/artweb/artup/BR.COMP126.200109.syl.pdf"
"BR","COMP128","FUNDAMENTALS OF PROGRAMMING","2001/09","PDF","https://njtransfer.org/artweb/artup/BR.COMP128.200109.syl.pdf"
"BR","COMP129","INFORMATION TECHNOLOGY","2001/09","PDF","https://njtransfer.org/artweb/artup/BR.COMP129.200109.syl.pdf"
"BR","COMP132","STRUCTURED PROGRAMMING USING C++","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BR.COMP132.200109.syl.txt"
"BR","COMP135","COMPUTER ARCHITECTURE USING ASSEMBLY LANGUAGE","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BR.COMP135.200109.syl.txt"
"BR","COMP137","PROGRAMMING FOR ENGINEERS","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BR.COMP137.200109.syl.txt"
"BR","COMP138","PROGRAMMING USING PYTHON","2011/06","MS Word","https://njtransfer.org/artweb/artup/BR.COMP138.201106.syl.doc"
"BR","COMP140","DESIGNING/DEVELOPING WEB SITES","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BR.COMP140.200109.syl.txt"
"BR","COMP145","INTRODUCTION TO UNIX","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BR.COMP145.200109.syl.txt"
"BR","COMP165","INTRODUCTION TO ORACLE","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BR.COMP165.200109.syl.txt"
"BR","COMP166","WEB DESIGN USING HTML","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BR.COMP166.200109.syl.txt"
"BR","COMP167","CLIENT SIDE SCRIPTING","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BR.COMP167.200109.syl.txt"
"BR","COMP168","SERVER SIDE SCRIPTING","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BR.COMP168.200109.syl.txt"
"BR","COMP171","PROGRAMMING I","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BR.COMP171.200109.syl.txt"
"BR","COMP175","GAME DESIGN AND DEVELOPMENT","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BR.COMP175.200109.syl.txt"
"BR","COMP185","PROGRAMMING IN C#","2001/09","PDF","https://njtransfer.org/artweb/artup/BR.COMP185.200109.syl.pdf"
"BR","COMP225","OPERATING SYSTEMS TECHNOLOGY","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BR.COMP225.200109.syl.txt"
"BR","COMP226","SYSTEMS ANALYSIS AND DESIGN","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BR.COMP226.200109.syl.txt"
"BR","COMP228","DATA STRUCTURES","2001/09","PDF","https://njtransfer.org/artweb/artup/BR.COMP228.200109.syl.pdf"
"BR","COMP233","OBJECT ORIENTED PROGRAMMING USING C++","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BR.COMP233.200109.syl.txt"
"BR","COMP235","PROGRAMMING FOR MOBILE DEVICES","2014/06","MS Word","https://njtransfer.org/artweb/artup/BR.COMP235.201406.syl.doc"
"BR","COMP238","PROGRAMMING USING PYTHON","2014/06","PDF","https://njtransfer.org/artweb/artup/BR.COMP238.201406.syl.pdf"
"BR","COMP246","FULL STACK WEB DEVELOPMENT","2019/06","PDF","https://njtransfer.org/artweb/artup/BR.COMP246.201906.syl.pdf"
"BR","COMP265","SPREADSHEETS USING EXCEL","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BR.COMP265.200109.syl.txt"
"BR","COMP266","DATA BASE USING ACCESS","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BR.COMP266.200109.syl.txt"
"BR","COMP267","CLIENT SIDE USING JAVA SCRIPT","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BR.COMP267.200109.syl.txt"
"BR","COMP268","SERVER SIDE SCRIPTING","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BR.COMP268.200109.syl.txt"
